frame,x,y,visible
266,2458.0,182.0,1
267,2458.0,182.0,1
268,2458.0,182.0,1
269,2458.0,182.0,1
270,2458.0,182.0,1
271,2458.0,182.0,1
272,2458.0,182.0,1
273,2458.0,182.0,1
274,2458.0,182.0,1
275,2458.0,182.0,1
276,2458.0,182.0,1
277,2458.0,182.0,1
278,2458.0,182.0,1
279,2458.0,182.0,1
280,2458.0,182.0,1
281,2458.0,182.0,1
282,2458.0,182.0,1
283,2458.0,182.0,1
284,2458.0,182.0,1
285,2458.0,181.0,1
286,2458.0,181.0,1
287,2458.0,181.0,1
288,2458.0,181.0,1
289,2458.0,181.0,1
290,2458.0,181.0,1
291,2458.0,181.0,1
292,2458.0,181.0,1
